,name,track_id,album,artist,artist_id,release_date,length,popularity,artist_pop,artist_genres,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,key,mode,time_signature,playlist
170,Abalone,4OGBU3agg96CA483Q280FP,Abalone,PACKS,1ZgzpPiODfKa4B9Fkw1dWm,2022-12-13,126524,42,34,[],0.014,0.555,0.611,0.0148,0.108,-6.536,0.0283,119.074,0.502,0,1,4,New Music Friday
171,Heart Attack,4xwKSqrbOfv4BPS2BYJ8Uo,"Cherry, Pt. 1",Grady,6FmiNnTXQJTmOMAx4kB38R,2022-12-16,174000,43,52,"['indie electropop', 'indie pop']",0.691,0.666,0.432,0.0,0.121,-9.764,0.108,151.018,0.87,3,1,4,New Music Friday
172,the way that we started (taylor),36AWmLYL4tMTfZseHQHoVl,the way that we started (taylor),elijah woods,3IR6DvP0x2a6oUSist9UMu,2022-12-13,204878,59,62,"['alt z', 'electropop', 'pop']",0.362,0.627,0.518,1.34e-05,0.109,-7.064,0.0567,82.006,0.512,1,1,4,New Music Friday
173,Promise,5GdAVnwxzMNSRThQsawXsQ,Promise,KAZE,6OHqKdDMYupavebNP9azHD,2022-12-12,175882,44,33,[],0.124,0.645,0.589,0.000227,0.158,-6.999,0.112,154.985,0.417,11,0,4,New Music Friday
174,MURDER PLOT,62ZAFyVwbc9f2M8qCW1qJr,MURDER PLOT,Kordhell,2W6WP4pHQTFlbr2z9S4n54,2022-12-15,126857,64,79,['drift phonk'],0.000244,0.615,0.965,0.000945,0.11,-2.288,0.0903,140.106,0.721,11,0,4,New Music Friday
175,Forte,2CSneRO5qx2XF7st3k9x0D,Forte,Moore Kismet,50uPj85gZxHFuFOlNBnnr5,2022-12-16,230790,42,44,"['dubstep', 'future bass', 'gaming dubstep', 'vapor twitch']",0.0166,0.603,0.954,0.0184,0.269,-2.375,0.32,139.983,0.295,10,1,4,New Music Friday
176,Da Rant,6N8OxmReKE2Qg0SY2x6gDD,Da Rant,Morray,44vREmJC0OlVZjZaGLqVEd,2022-12-14,242800,50,64,['pop rap'],0.0242,0.529,0.687,1.47e-06,0.129,-7.142,0.28,82.283,0.222,11,1,4,New Music Friday
177,Not Because I Loved You,5TYsUOzefxh91dDPsGpSrW,Not Because I Loved You,Max Drazen,2gxdQj1Dy77p45uTuve030,2022-12-16,179104,44,46,[],0.321,0.685,0.468,0.0,0.109,-9.854,0.153,133.991,0.573,6,1,4,New Music Friday
178,AdaLINE,2As91j4G5GKRbx4In7ClyV,AdaLINE,Jack Gray,0LvfDU74rGXrEGVWqW9rCw,2022-12-16,165791,45,43,['aussietronica'],0.286,0.718,0.619,0.0,0.0869,-6.788,0.0836,90.018,0.761,10,0,4,New Music Friday
179,talk every night,0jmBNbkOd3Bi2Te4LXDWOm,talk every night,dyl dion,6oqHT4S7trO98T8NkbQJ4h,2022-12-15,129919,46,54,"['aesthetic rap', 'lo-fi chill', 'sad lo-fi', 'sad rap']",0.351,0.705,0.5,0.0172,0.237,-9.164,0.0277,105.016,0.68,9,1,4,New Music Friday
180,Applause,3vTehy2tTrXyEeOieYFEAd,Applause,Liily,2asx6eXv9qzj5rA0ESrdO3,2022-12-16,164826,44,38,['modern alternative rock'],0.000349,0.601,0.873,2.28e-05,0.339,-4.211,0.0595,109.981,0.238,0,1,4,New Music Friday
181,Someone2Me,3cPIiiz4XKW8J8tXz1VhoP,Someone2Me,Softcult,13pYXGtaLO9d06VrXX4Aw0,2022-12-14,226471,46,42,[],0.0698,0.431,0.649,3.02e-05,0.179,-7.792,0.0297,73.559,0.349,9,1,4,New Music Friday
182,How to Love You,4atLOQrFe6NrSP4aSk8XvT,Thunderhead,Paul Spring,3nm10RPR7Ts3qPCwhQBUew,2022-12-16,218857,40,28,[],0.197,0.707,0.687,0.164,0.18,-8.066,0.0272,115.004,0.613,9,0,4,New Music Friday
183,Quiver,59AhbmCmtzcGVEYuzNXFIx,Quiver,SILK,01epL9hgF4G7guGkrnzR8a,2022-12-16,181459,57,43,[],0.0973,0.899,0.785,0.483,0.305,-8.006,0.133,131.024,0.119,6,1,4,New Music Friday
184,Demon (featuring $NOT),6iHfCLrup2eZxt6nwB8e1W,Fast & Furious: Drift Tape (Phonk Vol 1),Fast & Furious: The Fast Saga,1lpOgw56wZLDa8gaP6bSIs,2022-12-16,99804,59,65,['gym hardstyle'],0.00787,0.438,0.95,0.262,0.362,-2.777,0.0556,180.064,0.694,10,0,4,New Music Friday
185,Blow It (feat. Kali),6dGrg1FaSIuplGe01CkL2I,Blow It (feat. Kali),Tay Money,6R6EfP43F8ZuMcilsE4zs7,2022-12-16,163011,49,50,"['dfw rap', 'trap queen']",0.0321,0.845,0.442,0.315,0.107,-6.655,0.147,88.502,0.343,11,0,4,New Music Friday
186,2016,1tpUBwq7Osr0rmiMqbF6Cn,Same Ole Bizzy,Bizzy Banks,7s3eCGNZMrwUQraXlocCBv,2022-12-14,162283,48,55,"['brooklyn drill', 'new york drill']",0.457,0.814,0.623,0.0,0.213,-6.497,0.5,144.022,0.531,9,1,4,New Music Friday
187,sungazing,57eO4imS1oLCB8bjj8P7ja,majorette,angelus,56l5jbQerCGh7lfbwLnfaK,2022-12-16,190329,38,46,"['glitchcore', 'hyperpop']",0.0106,0.572,0.76,0.000329,0.337,-5.469,0.0345,82.947,0.504,5,1,4,New Music Friday
188,Utah,3HEBe9g9vNZ6AaAnRtsjvh,Utah,Kid Smoko,16zg8eKBf9uqn7jLrCpo8I,2022-12-16,169180,40,38,[],0.188,0.698,0.702,0.00365,0.121,-7.826,0.198,182.964,0.512,0,0,4,New Music Friday
189,Love You Now,6Wh7Doli3WsaYihYXNVGiD,Love You Now,Trudy and the Romance,2eg89iLHG4JMEUZQmFaxou,2022-12-13,169466,45,46,"['indie garage rock', 'liverpool indie']",0.181,0.489,0.598,0.0,0.112,-6.455,0.0287,101.03,0.2,4,1,4,New Music Friday
190,I Wish I Was,6YDlxu2LE4mOesj3PLVNvQ,I Wish I Was,David J,3PO1jRVb0lsv2140VTXOQo,2022-12-16,195315,49,53,['contemporary country'],0.465,0.393,0.407,0.0,0.0943,-8.051,0.0292,71.517,0.511,3,1,4,New Music Friday
191,Morritas,5RQKSb1oqK7bAkuNpu1NSC,Morritas,Natanael Cano,0elWFr7TW8piilVRYJUe4P,2022-12-13,216330,71,80,"['corrido', 'corridos tumbados', 'musica mexicana', 'nueva musica mexicana', 'sad sierreno', 'sierreno']",0.593,0.675,0.611,0.0,0.117,-7.139,0.0261,95.074,0.532,8,1,3,New Music Friday
192,1st Day of School,0GQ4pqjCYn5WTENwjb7eCJ,1st Day of School,OHGEESY,3ppQEG71r7jVpI8RudzycF,2022-12-13,150588,52,65,['cali rap'],0.223,0.879,0.628,0.000169,0.104,-7.82,0.252,102.018,0.669,3,0,4,New Music Friday
193,"Sliders [Feat. Flatbush Zombies, Col3trane]",2cVowt9WTucunkRTYzPosl,"Sliders [Feat. Flatbush Zombies, Col3trane]",Meechy Darko,5QRlmTynCos8JyojtmgNq6,2022-12-13,144484,56,52,"['hip hop', 'underground hip hop']",0.221,0.803,0.678,0.0,0.103,-7.697,0.264,111.848,0.239,2,1,4,New Music Friday
194,Alien,5hJPRHP2VJxJ24Zg1Tlbn3,Back From the Dead (Deluxe),Halestorm,6om12Ev5ppgoMy3OYSoech,2022-12-16,167789,50,64,"['alternative metal', 'nu metal', 'post-grunge']",0.00695,0.412,0.846,0.0,0.0966,-3.806,0.063,188.026,0.369,5,1,4,New Music Friday
195,little pieces,4DIaaodvgCeL94wjFyqKig,little pieces,young friend,7cq0a4di5dOeKU8sicemd1,2022-12-16,157500,42,52,['indie pop'],0.217,0.564,0.576,0.0,0.674,-9.626,0.131,79.896,0.677,0,1,4,New Music Friday
196,Bounds,3u2gVMfuOJWi4MF8mh4nof,Bounds,chemical club,1J4KMCREAODEtqsexXWbeN,2022-12-16,207072,40,30,['canadian post-punk'],0.00118,0.531,0.713,3.9e-06,0.328,-7.337,0.0324,150.043,0.692,4,1,4,New Music Friday
197,whts rght,4UT01rYr94WJcVL5FxaNDq,whts rght,whiterosemoxie,3XlPXxJwM5utJ5D0PiBugV,2022-12-16,258000,44,45,['indie hip hop'],0.345,0.444,0.509,0.000898,0.104,-9.56,0.0881,113.78,0.237,11,0,4,New Music Friday
198,High,7MjIHg5j0v3Porj9bvBv2S,High,Mokita,3sKeaby6GMSJWgYueZaSjE,2022-12-16,166828,51,65,"['chill pop', 'electropop', 'pop']",0.144,0.669,0.57,0.0,0.266,-6.364,0.0558,75.029,0.299,1,0,4,New Music Friday
199,Runnin into a Heartbreak,39ZE2ZW3wsWltorHX83NdT,Little Miss,Madeline Consoer,1bw2RHxmR0mo75zcrlarDo,2022-12-16,205717,42,31,[],0.085,0.577,0.768,0.0,0.129,-5.542,0.0625,152.031,0.924,2,1,4,New Music Friday
200,LET GO,3zkyus0njMCL6phZmNNEeN,LET GO,Central Cee,5H4yInM5zmHqpKIoMNAx4r,2022-12-15,174246,86,82,['melodic drill'],0.859,0.735,0.449,0.0,0.213,-9.933,0.383,146.016,0.514,2,0,4,New Pop Picks
201,Nothing Is Lost (You Give Me Strength),1DzJbVkBELu6jDu6q0T0tk,Avatar: The Way of Water (Original Motion Picture Soundtrack),Simon Franglen,12WCXE6DlRcCn2rEShNepL,2022-12-15,267504,77,96,"['canadian contemporary r&b', 'canadian pop', 'pop']",0.0002,0.52,0.693,2.2e-05,0.122,-7.704,0.0331,126.985,0.12,5,1,4,New Pop Picks
202,AVO TOAST,7B5EbapjMpLuK7A7PJUvxn,AVO TOAST,Clinton Kane,7okSU80WTrn4LXlyXYbX3P,2022-12-16,161461,66,70,"['alt z', 'gen z singer-songwriter', 'pop']",0.0812,0.628,0.841,0.0,0.0882,-3.673,0.0687,90.031,0.861,11,1,4,New Pop Picks
203,Girl Like Me,7bal8JfR3tSB9Qgf7wAGPL,Girl Like Me,Dove Cameron,2W8yFh0Ga6Yf3jiayVxwkE,2022-12-09,149456,72,74,"['pop', 'post-teen pop']",0.0248,0.729,0.646,0.0,0.168,-7.953,0.0686,125.007,0.54,5,0,4,New Pop Picks
204,DESPECHÁ RMX,4CD623yLJVvKJxUyzaTqtC,DESPECHÁ RMX,ROSALÍA,7ltDVBr6mKbRvohxheJ9h1,2022-12-16,170827,76,85,['r&b en espanol'],0.235,0.954,0.582,1.26e-06,0.0572,-5.744,0.0727,130.008,0.884,9,0,4,New Pop Picks
205,Checkers (feat. Bandmanrill),2UUEnFfWx3y3lPKiwHTknQ,Checkers (feat. Bandmanrill),24kGoldn,6fWVd57NKTalqvmjRd2t8Z,2022-12-16,161424,62,74,"['cali rap', 'pop', 'pop rap', 'rap']",0.0661,0.754,0.9,0.0,0.105,-3.379,0.239,144.058,0.236,7,1,4,New Pop Picks
206,My Bed,4w7hfP5OC7L8JqTNYvyneq,Alive and Unwell (Deluxe),Leah Kate,6oWOHAOyBUn6aJlKIPJK9r,2022-12-16,164131,56,64,"['alt z', 'pop']",0.0887,0.663,0.768,5.95e-06,0.232,-5.133,0.0322,127.978,0.715,4,0,4,New Pop Picks
207,Nobody Gets Me,5Y35SjAfXjjG0sFQ3KOxmm,SOS,SZA,7tYKF4w9nC0nq9CsPZTHyP,2022-12-09,180853,90,94,"['pop', 'r&b']",0.805,0.358,0.284,0.0,0.183,-8.285,0.0285,99.796,0.276,7,1,3,New Pop Picks
208,Don't Cry For Me,2OUJj5upivZyb4mUCEoQp7,Don't Cry For Me,Whitney Houston,6XpaIBNiVzIetEPCWDvAFP,2022-12-15,199515,63,77,"['dance pop', 'urban contemporary']",0.00767,0.607,0.698,0.000101,0.295,-5.511,0.0362,123.942,0.219,8,1,4,New Pop Picks
209,Crazy,2CSbx5XAFortinS8hJ3IiC,Crazy,Natalie Jane,5bfglVyGJppmmNoC2rhBUG,2022-12-16,168421,56,68,['alt z'],0.225,0.574,0.724,0.0,0.104,-4.522,0.0426,113.976,0.299,0,0,4,New Pop Picks
210,Back To You,3K00Ib1shkOEiAXU5pec6e,Back To You,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,2022-12-09,157252,74,77,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",0.234,0.679,0.548,0.0,0.189,-7.495,0.0298,115.954,0.413,0,1,4,New Pop Picks
211,Sing Your Lullaby,3LGqmgDKefGR9zp3h92VmW,Sing Your Lullaby,R3HAB,6cEuCEZu7PAE9ZSzLLc2oQ,2022-12-16,222459,61,77,"['dance pop', 'dutch house', 'edm', 'electro house', 'pop', 'pop dance', 'progressive electro house', 'slap house', 'tropical house']",0.0876,0.532,0.814,0.156,0.104,-8.49,0.0411,124.127,0.117,1,0,4,New Pop Picks
212,"Wish on an Eyelash, Pt. 2",10yYDp1Lnac8zEIYiCk1sp,"Wish on an Eyelash, Pt. 2",Mallrat,4OSArit7O2Jaj4mgf3YN7A,2022-12-09,189890,71,64,"['aussietronica', 'australian hip hop', 'australian pop', 'brisbane indie', 'indie pop']",0.548,0.496,0.408,0.000577,0.313,-10.35,0.0532,102.073,0.33,11,0,4,New Pop Picks
213,Used To It,4s2wGb58RztbSvjqUK8w0a,Used To It,Michal Leah,50AUL69nMKHvAFs20YXGqb,2022-12-16,162873,53,53,[],0.91,0.505,0.237,0.0,0.0994,-9.44,0.0422,116.696,0.246,0,1,4,New Pop Picks
214,the way that we started (taylor),36AWmLYL4tMTfZseHQHoVl,the way that we started (taylor),elijah woods,3IR6DvP0x2a6oUSist9UMu,2022-12-13,204878,59,62,"['alt z', 'electropop', 'pop']",0.362,0.627,0.518,1.34e-05,0.109,-7.064,0.0567,82.006,0.512,1,1,4,New Pop Picks
215,Paper Crown,2fB0qwP98V9Yrv3mgR6IJJ,Paper Crown,Alec Benjamin,5IH6FPUwQTxPSXurCrcIov,2022-12-02,192407,71,78,"['alt z', 'electropop', 'pop']",0.0835,0.613,0.69,0.0,0.0615,-7.185,0.0391,143.925,0.656,1,1,4,New Pop Picks
216,Walk Out That Door,7lABdrRyMlxMWZzU3SKWoA,Walk Out That Door,Ali Gatie,4rTv3Ejc7hKMtmoBOK1B4T,2022-12-16,167254,59,71,"['canadian hip hop', 'pop']",0.567,0.637,0.534,0.0,0.178,-7.303,0.0532,162.107,0.22,2,1,4,New Pop Picks
217,You Are Not Alone,1p5XERqVW5EnTRoR3I5mBQ,You Are Not Alone,Tom Grennan,5SHxzwjek1Pipl1Yk11UHv,2022-12-16,165835,58,72,"['dance pop', 'tropical house']",0.874,0.514,0.252,0.0,0.117,-6.251,0.0279,78.029,0.196,0,1,4,New Pop Picks
218,Did you know that there's a tunnel under Ocean Blvd,5U1OEoEW4xnalSAToamwZL,Did you know that there's a tunnel under Ocean Blvd,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,2022-12-07,285050,82,90,"['art pop', 'pop']",0.794,0.431,0.34,0.0108,0.12,-9.384,0.0311,119.877,0.0529,0,1,4,New Pop Picks
219,Delilah (pull me out of this) - Acoustic,2cvxgzEDS9JJlSzchrUzxf,Delilah (pull me out of this) [Acoustic],Delilah Montagu,3WtrH1zNpzoPSz6XpwCh6y,2022-12-16,198990,38,58,['british singer-songwriter'],0.892,0.407,0.138,7.92e-06,0.115,-16.12,0.0378,133.867,0.166,10,1,5,New Pop Picks
220,talk every night,0jmBNbkOd3Bi2Te4LXDWOm,talk every night,dyl dion,6oqHT4S7trO98T8NkbQJ4h,2022-12-15,129919,46,54,"['aesthetic rap', 'lo-fi chill', 'sad lo-fi', 'sad rap']",0.351,0.705,0.5,0.0172,0.237,-9.164,0.0277,105.016,0.68,9,1,4,New Pop Picks
221,Pointless,4JBiO7wRnE6ueszEUpo347,Pointless,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2022-12-02,228988,83,82,"['pop', 'uk pop']",0.0686,0.325,0.59,0.0,0.104,-3.943,0.0495,180.449,0.278,4,1,3,New Pop Picks
222,ever fallen?,2sGCU9QbPOaHkavcFJdtCu,ever fallen?,Kate Peytavin,6PnD7O3Er35tK4TeFyndOS,2022-12-16,168725,54,36,[],0.178,0.338,0.525,2.59e-06,0.129,-7.388,0.0565,199.935,0.129,1,0,3,New Pop Picks
223,A Nonsense Christmas,7yogx3TwxGwSxO2QITsT2q,A Nonsense Christmas,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2022-12-07,153099,77,78,"['alt z', 'dance pop', 'pop', 'post-teen pop']",0.00768,0.722,0.75,0.0,0.128,-4.051,0.0445,139.019,0.57,8,1,4,New Pop Picks
224,Not Because I Loved You,5TYsUOzefxh91dDPsGpSrW,Not Because I Loved You,Max Drazen,2gxdQj1Dy77p45uTuve030,2022-12-16,179104,44,46,[],0.321,0.685,0.468,0.0,0.109,-9.854,0.153,133.991,0.573,6,1,4,New Pop Picks
225,AWW SHiT,5njHdo6Ev5nVdssMYdcaZ5,AWW SHiT,Watsky,3mJ9GlkLzj8Ka7Z7EQaCMi,2022-12-15,199000,49,53,"['abstract hip hop', 'comic', 'pop rap']",0.0153,0.552,0.799,4.13e-06,0.258,-4.343,0.202,138.079,0.743,6,0,4,New Pop Picks
226,Kickflip,7FkmAIBCsJvGNoaNr9a1Xe,Sagittarius,UPSAHL,1294QqYm1VuxxjRiL9M0h9,2022-12-09,162466,59,65,"['alt z', 'electropop', 'indie poptimism', 'modern indie pop', 'pop', 'viral rap']",0.00894,0.603,0.916,0.0,0.0515,-5.542,0.368,187.084,0.72,10,0,4,New Pop Picks
227,DANGEROUS,0k80yAzBKXrKvqGC3Gyndy,DANGEROUS,AViVA,50tDsT4wwq8FCMJNkn1D67,2022-12-16,212050,49,61,"['alt z', 'vapor pop']",0.221,0.86,0.294,1.1e-06,0.0781,-7.08,0.282,140.025,0.361,3,0,4,New Pop Picks
228,Runaway,4c70PG49Nuw2LKaMwECqvv,Runaway,Daniel Seavey,21z8to3YxZXgKYJpBB54P2,2022-12-09,150366,60,50,[],0.187,0.616,0.665,6.29e-05,0.0958,-6.883,0.0461,140.031,0.37,3,1,4,New Pop Picks
229,Wish That You Were Here,4yzwcG9fslZNf1EnXtgrpq,Wish That You Were Here,Dasha,7Ez6lTtSMjMf2YSYpukP1I,2022-12-16,216642,38,36,['alt z'],0.871,0.577,0.193,0.0,0.141,-9.319,0.0491,128.21,0.216,6,1,4,New Pop Picks
230,Let Me Down (with Chelsea Cutler),0ulm3WgGZsMAgwwv0Zg00W,Let Me Down,Quinn XCII,3ApUX1o6oSz321MMECyIYd,2022-12-02,149727,68,68,"['electropop', 'indie pop rap', 'pop', 'pop rap']",0.213,0.843,0.335,0.0,0.157,-5.666,0.0917,94.983,0.355,9,1,4,New Pop Picks
231,gray,0zGBgmHIxDT7nxt7w4hxOE,gray,Alexa Cirri,0jitaHotzcSiJNkm4amOOr,2022-12-16,174772,31,35,['lo-fi chill'],0.826,0.383,0.175,0.0,0.105,-16.065,0.0801,151.718,0.187,0,0,4,New Pop Picks
232,Set For Life,6W9w3qHhJMALd82l6do6F3,The Hardest Part (Deluxe),Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,2022-12-02,248284,63,73,['pop'],0.0385,0.574,0.431,0.00916,0.108,-8.202,0.0275,113.995,0.225,2,1,4,New Pop Picks
233,KU LO SA (with Camila Cabello),0HihDC6qQ8MChAhjfW3gMU,KU LO SA (with Camila Cabello),Oxlade,3WTrdbZU99dgTtt3ZkyamT,2022-12-09,148800,72,70,[],0.631,0.585,0.641,0.0,0.2,-5.053,0.085,93.058,0.828,10,0,4,New Pop Picks
234,happy f***ing birthday,06oe6KMQ6RkTUDUQzAnyH4,happy f***ing birthday,Ethan Bortnick,0LyP0Zn0mXLb65AgGOS6EY,2022-12-09,186320,58,60,[],0.444,0.436,0.435,3.89e-06,0.0767,-8.488,0.0424,151.687,0.211,10,1,4,New Pop Picks
235,Reality Television,5AA7wTk7aLkHg9JstMideg,001,Maude Latour,3MNLhvqJkWsO6tcjY9ps62,2022-09-30,165563,52,53,"['alt z', 'indie pop', 'nyc pop']",0.143,0.495,0.461,1.58e-06,0.169,-5.946,0.0309,169.132,0.467,6,1,4,New Pop Picks
236,Hero,4Wu62DoQg1ECGlDKDfo30R,Hero,Martin Garrix,60d24wfXkVzDSfLS6hyCjZ,2022-12-08,160714,77,77,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",0.316,0.534,0.696,0.0,0.248,-5.211,0.0694,168.149,0.251,9,0,4,New Pop Picks
237,Last Call,73QGVDmZWTLnQ6lG7rF1vd,Last Call,Will Linley,3xnCBQeZDec3FFo8vUSt4N,2022-12-09,174183,65,52,[],0.116,0.649,0.768,0.0,0.087,-3.246,0.0336,115.005,0.929,1,1,4,New Pop Picks
238,Drunk in the Bathtub,1EFfOdupn1DbhX9WLP5efs,Drunk in the Bathtub,Jessie Murph,2yLzlEFtIS0Q9UkyBZdQA7,2022-12-02,166030,69,69,"['alt z', 'pop']",0.619,0.625,0.522,3.72e-06,0.297,-10.037,0.0403,93.958,0.374,6,0,4,New Pop Picks
239,Devil Is A Woman,75hCdrSo0x1La6xUNGnvGv,Devil Is A Woman,Cloudy June,5sBBS3CQNPDzmuTJjYwnpa,2022-12-09,192491,59,55,"['alt z', 'social media pop']",0.193,0.682,0.751,0.000208,0.142,-6.484,0.076,92.062,0.615,10,0,4,New Pop Picks
240,blame's on me,1veHwv1HPwzOvlhs5jPxeP,blame's on me,Alexander Stewart,0znpFLuaey34oJTE1jHSnT,2022-12-09,138374,74,63,"['alt z', 'pop', 'post-teen pop']",0.863,0.306,0.121,0.0,0.167,-17.118,0.0396,159.08,0.238,1,0,3,New Pop Picks
241,Love Me Like That,4iAIwW9LIaRc0elSN0EX5Z,Love Me Like That,NERIAH,1dUrqVHcv2FCXxlIqzIbiG,2022-12-09,139200,56,58,['alt z'],0.682,0.606,0.358,0.0,0.136,-6.416,0.0381,149.848,0.618,2,1,4,New Pop Picks
242,Guiding Light,4BeR7pAPOTuMJyZI8Xwuzp,three,gnash,3iri9nBFs9e4wN7PLIetAw,2022-12-09,177530,47,65,['pop'],0.845,0.689,0.364,0.0169,0.7,-12.576,0.0343,97.029,0.249,6,1,4,New Pop Picks
243,Scared of Falling,6yKSc2sG5hBBTvLwHqbRbH,Scared of Falling,Abigail Osborn,5gv5fvzy1TWJmDj7jyMiLO,2022-12-08,193146,50,38,[],0.201,0.315,0.486,0.0,0.123,-7.302,0.0474,73.487,0.402,3,1,4,New Pop Picks
244,Heartbeat,2RSHP21KqTUkCfy4xgwuN1,Heartbeat,James Arthur,4IWBUUAFIplrNtaOHcJPRM,2022-12-02,231723,73,81,"['pop', 'talent show', 'uk pop']",0.499,0.438,0.435,0.0,0.118,-9.967,0.0442,137.247,0.433,5,1,4,New Pop Picks
245,SEXOXO (feat. Charlotte Sands),14jOp5iY2t2I9r6wEhJxh7,SEXOXO (feat. Charlotte Sands),MOD SUN,3u2R8st1bb6zfBqNWceRXG,2022-12-09,158856,56,59,"['minnesota hip hop', 'pop punk', 'pop rap']",0.103,0.631,0.682,2.82e-05,0.0854,-5.67,0.0354,90.011,0.448,2,1,4,New Pop Picks
246,Video Killed The Radio Star,4l3UnODwdXUDQQFWM63cmR,Video Killed The Radio Star,Johnny Yukon,4fLF7NyMYLaMxUmZCSp5ex,2022-12-09,137348,41,45,['trap soul'],0.171,0.921,0.508,0.0183,0.166,-9.008,0.0607,120.035,0.617,1,1,4,New Pop Picks
247,Clear,4sHqUPk9CFg2LkA1nmO1Ld,Clear,Fly By Midnight,4rQTEdG6hDVOlDUFKs9EjZ,2022-12-09,158048,54,64,"['electropop', 'pop', 'tropical house']",0.0783,0.405,0.726,0.0,0.0997,-6.76,0.03,81.972,0.33,5,1,4,New Pop Picks
248,You're Not Alone,63f61B8JBXiBE3O10tONIj,You're Not Alone,Billy Lockett,2lKeiALM1T2TZrOiTYlLNA,2022-12-09,199240,44,50,"['indie anthem-folk', 'uk pop']",0.114,0.664,0.647,2.04e-06,0.0986,-6.063,0.0293,107.987,0.784,2,1,4,New Pop Picks
249,It Could Be Me,00fMrdknKRNqnnBl3EkftU,It Could Be Me,Stephen Dawes,3jTU1IOqkO7Mz4zdbXPose,2022-12-02,127458,58,65,[],0.368,0.576,0.548,8.09e-05,0.313,-9.045,0.0334,179.04,0.877,4,1,3,New Pop Picks
250,You Know What I Need,5PQFmB2xhRkJTUWDKccBoP,You Know What I Need,PNAU,6n28c9qs9hNGriNa72b26u,2022-12-02,170000,68,75,"['alternative dance', 'aussietronica', 'australian dance', 'australian electropop', 'edm']",0.0152,0.768,0.896,0.0,0.0412,-3.501,0.0969,109.959,0.829,6,0,4,New Pop Picks
251,HOT,38gSLIGyzkLKykkG4S72v5,HOT,Ktlyn,6FaLegXtqjGZBH5VFrOlwG,2022-12-09,153431,51,57,[],0.087,0.935,0.447,0.0,0.13,-6.815,0.16,99.98,0.437,9,1,4,New Pop Picks
252,Look At You,1f4HxbLx0uCBrKlsszA9m1,Look At You,Rebecca Black,3Vl9fyKMIdLMswk8ai3mm9,2022-12-07,164744,52,49,"['electropop', 'escape room', 'hyperpop', 'pop', 'post-teen pop']",0.232,0.465,0.467,7.4e-06,0.1,-7.478,0.0375,79.525,0.418,0,1,4,New Pop Picks
253,Seeing Other People,3LpbQsIPCrp4nKqmCbx7xi,Seeing Other People,Francis Karel,2ICBdsgeKJwqgRZv2yU5s6,2022-12-09,210232,59,53,['indonesian singer-songwriter'],0.79,0.553,0.328,0.0,0.151,-10.026,0.0382,73.927,0.41,1,1,4,New Pop Picks
254,Graffiti,1nbf58hrmgDkfathd8NwTD,Violet,Ben Kessler,6Lx82nbEVfeTfEa4yT01Jo,2022-12-09,188632,44,51,"['chill r&b', 'gen z singer-songwriter']",0.365,0.67,0.554,0.0,0.106,-9.217,0.0311,105.92,0.681,6,1,4,New Pop Picks
255,Put A Light On Me,3oCgJ0B0aba0X09OtdI8Fc,"There’s Nothing But Space, Man!",Sam Ryder,1rvnJJghrxl1xakJZct08m,2022-12-09,185986,59,61,['uk pop'],0.295,0.687,0.779,0.0,0.11,-4.066,0.0611,131.484,0.576,1,0,3,New Pop Picks
256,lame ass,3A4yOd5WdPDW8o7YihEKA7,lame ass,gianni & kyle,5i4BaWy8YIun1u3RXwmlWn,2022-12-09,119946,47,53,"['pop', 'pop rap']",0.267,0.94,0.42,0.0,0.0961,-5.94,0.0967,115.027,0.291,0,1,4,New Pop Picks
257,Test 11,62YozTRFiYMmqXzk1VAeMh,Test 11,Pardyalone,6M4q5QWjmpjuPAi7LVFEFG,2022-12-07,115340,52,54,"['indie hip hop', 'sad rap']",0.47,0.654,0.561,1.93e-06,0.103,-8.904,0.214,76.912,0.465,0,0,4,New Pop Picks
258,villains,0eaWFvBi1kPbhKgvOx0Adz,villains,PmBata,3jeXY6LJU0ZiKhXoXa9rRw,2022-12-09,153926,48,53,"['dream smp', 'indie hip hop', 'sad rap']",0.209,0.74,0.529,0.0,0.244,-5.743,0.312,81.94,0.499,1,1,4,New Pop Picks
259,getting older,3e9Z0TBZPg21jOHnufb2jL,getting older,BLÜ EYES,2gI1WfmpFmmgSRojy4Jup2,2022-12-06,166214,53,55,"['alt z', 'gen z singer-songwriter']",0.847,0.575,0.44,0.0,0.613,-8.235,0.0449,153.943,0.786,2,1,4,New Pop Picks
260,I'm Not Like Alice,1AeBPeEi4QbvDLPx3iosv5,I'm Not Like Alice,SkyeChristy,1gs7KrnlCg03ctwSwLuLND,2022-11-30,136153,63,47,[],0.668,0.558,0.261,0.0333,0.114,-15.338,0.0311,130.223,0.251,7,0,4,New Pop Picks
